"Site","TransectDepth","Replicate","Latin","SiteID","SpeciesID","Count","Biomass","Hi_Lo","Site_Richness","Site_Abundance","Site_Biomass"
"Dragon","15","1","Gobiesox maeandricus","Dragon_15_1","Dragon_15_1_Gobiesox maeandricus",0,0,"Low",7,44,5167.22
"Georgina","15","1","Gobiesox maeandricus","Georgina_15_1","Georgina_15_1_Gobiesox maeandricus",0,0,"Low",7,46,4282.72
"Grainger","15","1","Gobiesox maeandricus","Grainger_15_1","Grainger_15_1_Gobiesox maeandricus",0,0,"High",8,42,10868.44
"Josef","15","1","Gobiesox maeandricus","Josef_15_1","Josef_15_1_Gobiesox maeandricus",0,0,"High",6,39,8799.9
"McKenzie","15","1","Gobiesox maeandricus","McKenzie_15_1","McKenzie_15_1_Gobiesox maeandricus",0,0,"Low",6,14,1411.65
"Porlier","15","1","Gobiesox maeandricus","Porlier_15_1","Porlier_15_1_Gobiesox maeandricus",0,0,"High",7,46,8713.67
"Snake","15","1","Gobiesox maeandricus","Snake_15_1","Snake_15_1_Gobiesox maeandricus",0,0,"Low",3,28,7571.81
"Anniversary","3","2","Gobiesox maeandricus","Anniversary_3_2","Anniversary_3_2_Gobiesox maeandricus",0,0,"Low",5,61,756.36
"Burial","3","2","Gobiesox maeandricus","Burial_3_2","Burial_3_2_Gobiesox maeandricus",0,0,"High",3,61,375.03
"Coffin","3","2","Gobiesox maeandricus","Coffin_3_2","Coffin_3_2_Gobiesox maeandricus",1,0.82,"Low",4,10,17.4
"Dragon","3","2","Gobiesox maeandricus","Dragon_3_2","Dragon_3_2_Gobiesox maeandricus",1,7.09,"Low",6,28,305.28
"Georgina","3","2","Gobiesox maeandricus","Georgina_3_2","Georgina_3_2_Gobiesox maeandricus",0,0,"Low",5,6,4691.88
"Grainger","3","2","Gobiesox maeandricus","Grainger_3_2","Grainger_3_2_Gobiesox maeandricus",0,0,"High",3,3,92.02
"Josef","3","2","Gobiesox maeandricus","Josef_3_2","Josef_3_2_Gobiesox maeandricus",0,0,"High",7,43,4102.42
"McKenzie","3","2","Gobiesox maeandricus","McKenzie_3_2","McKenzie_3_2_Gobiesox maeandricus",0,0,"Low",4,17,100.77
"Porlier","3","2","Gobiesox maeandricus","Porlier_3_2","Porlier_3_2_Gobiesox maeandricus",0,0,"High",3,11,7847.72
"Snake","3","2","Gobiesox maeandricus","Snake_3_2","Snake_3_2_Gobiesox maeandricus",0,0,"Low",5,21,6263.96
"Anniversary","15","2","Gobiesox maeandricus","Anniversary_15_2","Anniversary_15_2_Gobiesox maeandricus",0,0,"Low",3,18,151.28
"Burial","15","2","Gobiesox maeandricus","Burial_15_2","Burial_15_2_Gobiesox maeandricus",0,0,"High",4,30,39.61
"Coffin","15","2","Gobiesox maeandricus","Coffin_15_2","Coffin_15_2_Gobiesox maeandricus",0,0,"Low",4,15,393.28
"Dragon","15","2","Gobiesox maeandricus","Dragon_15_2","Dragon_15_2_Gobiesox maeandricus",0,0,"Low",7,266,2677.39
"Georgina","15","2","Gobiesox maeandricus","Georgina_15_2","Georgina_15_2_Gobiesox maeandricus",0,0,"Low",5,37,1010.88
"Grainger","15","2","Gobiesox maeandricus","Grainger_15_2","Grainger_15_2_Gobiesox maeandricus",0,0,"High",5,47,8353.74
"Josef","15","2","Gobiesox maeandricus","Josef_15_2","Josef_15_2_Gobiesox maeandricus",0,0,"High",7,45,19741.24
"McKenzie","15","2","Gobiesox maeandricus","McKenzie_15_2","McKenzie_15_2_Gobiesox maeandricus",0,0,"Low",8,31,648.39
"Porlier","15","2","Gobiesox maeandricus","Porlier_15_2","Porlier_15_2_Gobiesox maeandricus",0,0,"High",8,91,2369.37
"Snake","15","2","Gobiesox maeandricus","Snake_15_2","Snake_15_2_Gobiesox maeandricus",0,0,"Low",7,112,6273.52
"Anniversary","3","3","Gobiesox maeandricus","Anniversary_3_3","Anniversary_3_3_Gobiesox maeandricus",0,0,"Low",3,48,1294.89
"Burial","3","3","Gobiesox maeandricus","Burial_3_3","Burial_3_3_Gobiesox maeandricus",0,0,"High",3,6,16.09
"Coffin","3","3","Gobiesox maeandricus","Coffin_3_3","Coffin_3_3_Gobiesox maeandricus",2,3.95,"Low",3,7,6.97
"Dragon","3","3","Gobiesox maeandricus","Dragon_3_3","Dragon_3_3_Gobiesox maeandricus",0,0,"Low",7,28,471.87
"Georgina","3","3","Gobiesox maeandricus","Georgina_3_3","Georgina_3_3_Gobiesox maeandricus",0,0,"Low",3,3,112.72
"Grainger","3","3","Gobiesox maeandricus","Grainger_3_3","Grainger_3_3_Gobiesox maeandricus",0,0,"High",7,18,3116.84
"Josef","3","3","Gobiesox maeandricus","Josef_3_3","Josef_3_3_Gobiesox maeandricus",0,0,"High",5,45,1772.58
"McKenzie","3","3","Gobiesox maeandricus","McKenzie_3_3","McKenzie_3_3_Gobiesox maeandricus",0,0,"Low",5,28,130.43
"Porlier","3","3","Gobiesox maeandricus","Porlier_3_3","Porlier_3_3_Gobiesox maeandricus",0,0,"High",7,24,18165.49
"Snake","3","3","Gobiesox maeandricus","Snake_3_3","Snake_3_3_Gobiesox maeandricus",0,0,"Low",3,21,1631.16
"Anniversary","15","3","Gobiesox maeandricus","Anniversary_15_3","Anniversary_15_3_Gobiesox maeandricus",0,0,"Low",3,47,9442.15
"Burial","15","3","Gobiesox maeandricus","Burial_15_3","Burial_15_3_Gobiesox maeandricus",0,0,"High",1,24,11.86
"Coffin","15","3","Gobiesox maeandricus","Coffin_15_3","Coffin_15_3_Gobiesox maeandricus",0,0,"Low",5,32,88.42
"Dragon","15","3","Gobiesox maeandricus","Dragon_15_3","Dragon_15_3_Gobiesox maeandricus",0,0,"Low",5,72,5875.21
"Georgina","15","3","Gobiesox maeandricus","Georgina_15_3","Georgina_15_3_Gobiesox maeandricus",0,0,"Low",7,58,343.89
"Grainger","15","3","Gobiesox maeandricus","Grainger_15_3","Grainger_15_3_Gobiesox maeandricus",0,0,"High",5,89,2108.31
"Josef","15","3","Gobiesox maeandricus","Josef_15_3","Josef_15_3_Gobiesox maeandricus",0,0,"High",6,41,2123.88
"McKenzie","15","3","Gobiesox maeandricus","McKenzie_15_3","McKenzie_15_3_Gobiesox maeandricus",0,0,"Low",5,22,13815.55
"Porlier","15","3","Gobiesox maeandricus","Porlier_15_3","Porlier_15_3_Gobiesox maeandricus",0,0,"High",8,81,7335.53
"Snake","15","3","Gobiesox maeandricus","Snake_15_3","Snake_15_3_Gobiesox maeandricus",0,0,"Low",6,50,1202.35
"Burial","3","4","Gobiesox maeandricus","Burial_3_4","Burial_3_4_Gobiesox maeandricus",0,0,"High",1,10,7.96
"Dragon","3","4","Gobiesox maeandricus","Dragon_3_4","Dragon_3_4_Gobiesox maeandricus",0,0,"Low",4,14,1149.48
"McKenzie","3","4","Gobiesox maeandricus","McKenzie_3_4","McKenzie_3_4_Gobiesox maeandricus",0,0,"Low",5,24,90.11
"Snake","3","4","Gobiesox maeandricus","Snake_3_4","Snake_3_4_Gobiesox maeandricus",0,0,"Low",5,9,16.36
"Anniversary","15","4","Gobiesox maeandricus","Anniversary_15_4","Anniversary_15_4_Gobiesox maeandricus",0,0,"Low",2,14,44.36
"Burial","15","4","Gobiesox maeandricus","Burial_15_4","Burial_15_4_Gobiesox maeandricus",0,0,"High",4,20,196.44
"Dragon","15","4","Gobiesox maeandricus","Dragon_15_4","Dragon_15_4_Gobiesox maeandricus",0,0,"Low",8,524,2616.28
"McKenzie","15","4","Gobiesox maeandricus","McKenzie_15_4","McKenzie_15_4_Gobiesox maeandricus",0,0,"Low",6,14,66.1
"Snake","15","4","Gobiesox maeandricus","Snake_15_4","Snake_15_4_Gobiesox maeandricus",0,0,"Low",5,38,10212.97
"Anniversary","3","1","Hemilepidotus hemilepidotus","Anniversary_3_1","Anniversary_3_1_Hemilepidotus hemilepidotus",0,0,"Low",8,206,2214.53
"Burial","3","1","Hemilepidotus hemilepidotus","Burial_3_1","Burial_3_1_Hemilepidotus hemilepidotus",0,0,"High",5,11,6072.13
"Coffin","3","1","Hemilepidotus hemilepidotus","Coffin_3_1","Coffin_3_1_Hemilepidotus hemilepidotus",0,0,"Low",7,27,84.02
"Dragon","3","1","Hemilepidotus hemilepidotus","Dragon_3_1","Dragon_3_1_Hemilepidotus hemilepidotus",0,0,"Low",7,75,766.57
"Georgina","3","1","Hemilepidotus hemilepidotus","Georgina_3_1","Georgina_3_1_Hemilepidotus hemilepidotus",0,0,"Low",3,7,9516.84
"Grainger","3","1","Hemilepidotus hemilepidotus","Grainger_3_1","Grainger_3_1_Hemilepidotus hemilepidotus",0,0,"High",4,24,943.43
"Josef","3","1","Hemilepidotus hemilepidotus","Josef_3_1","Josef_3_1_Hemilepidotus hemilepidotus",0,0,"High",7,78,3728.68
"McKenzie","3","1","Hemilepidotus hemilepidotus","McKenzie_3_1","McKenzie_3_1_Hemilepidotus hemilepidotus",0,0,"Low",7,24,3056.39
"Porlier","3","1","Hemilepidotus hemilepidotus","Porlier_3_1","Porlier_3_1_Hemilepidotus hemilepidotus",0,0,"High",7,85,5459.05
"Snake","3","1","Hemilepidotus hemilepidotus","Snake_3_1","Snake_3_1_Hemilepidotus hemilepidotus",0,0,"Low",1,1,1.86
"Anniversary","15","1","Hemilepidotus hemilepidotus","Anniversary_15_1","Anniversary_15_1_Hemilepidotus hemilepidotus",0,0,"Low",7,27,1423.05
"Burial","15","1","Hemilepidotus hemilepidotus","Burial_15_1","Burial_15_1_Hemilepidotus hemilepidotus",0,0,"High",3,12,45.57
"Coffin","15","1","Hemilepidotus hemilepidotus","Coffin_15_1","Coffin_15_1_Hemilepidotus hemilepidotus",0,0,"Low",5,16,191.03
"Dragon","15","1","Hemilepidotus hemilepidotus","Dragon_15_1","Dragon_15_1_Hemilepidotus hemilepidotus",0,0,"Low",7,44,5167.22
"Georgina","15","1","Hemilepidotus hemilepidotus","Georgina_15_1","Georgina_15_1_Hemilepidotus hemilepidotus",0,0,"Low",7,46,4282.72
"Grainger","15","1","Hemilepidotus hemilepidotus","Grainger_15_1","Grainger_15_1_Hemilepidotus hemilepidotus",2,63.75,"High",8,42,10868.44
"Josef","15","1","Hemilepidotus hemilepidotus","Josef_15_1","Josef_15_1_Hemilepidotus hemilepidotus",0,0,"High",6,39,8799.9
"McKenzie","15","1","Hemilepidotus hemilepidotus","McKenzie_15_1","McKenzie_15_1_Hemilepidotus hemilepidotus",0,0,"Low",6,14,1411.65
"Porlier","15","1","Hemilepidotus hemilepidotus","Porlier_15_1","Porlier_15_1_Hemilepidotus hemilepidotus",0,0,"High",7,46,8713.67
"Snake","15","1","Hemilepidotus hemilepidotus","Snake_15_1","Snake_15_1_Hemilepidotus hemilepidotus",0,0,"Low",3,28,7571.81
"Anniversary","3","2","Hemilepidotus hemilepidotus","Anniversary_3_2","Anniversary_3_2_Hemilepidotus hemilepidotus",0,0,"Low",5,61,756.36
"Burial","3","2","Hemilepidotus hemilepidotus","Burial_3_2","Burial_3_2_Hemilepidotus hemilepidotus",0,0,"High",3,61,375.03
"Coffin","3","2","Hemilepidotus hemilepidotus","Coffin_3_2","Coffin_3_2_Hemilepidotus hemilepidotus",0,0,"Low",4,10,17.4
"Dragon","3","2","Hemilepidotus hemilepidotus","Dragon_3_2","Dragon_3_2_Hemilepidotus hemilepidotus",0,0,"Low",6,28,305.28
"Georgina","3","2","Hemilepidotus hemilepidotus","Georgina_3_2","Georgina_3_2_Hemilepidotus hemilepidotus",1,4.06,"Low",5,6,4691.88
"Grainger","3","2","Hemilepidotus hemilepidotus","Grainger_3_2","Grainger_3_2_Hemilepidotus hemilepidotus",0,0,"High",3,3,92.02
"Josef","3","2","Hemilepidotus hemilepidotus","Josef_3_2","Josef_3_2_Hemilepidotus hemilepidotus",0,0,"High",7,43,4102.42
"McKenzie","3","2","Hemilepidotus hemilepidotus","McKenzie_3_2","McKenzie_3_2_Hemilepidotus hemilepidotus",0,0,"Low",4,17,100.77
"Porlier","3","2","Hemilepidotus hemilepidotus","Porlier_3_2","Porlier_3_2_Hemilepidotus hemilepidotus",0,0,"High",3,11,7847.72
"Snake","3","2","Hemilepidotus hemilepidotus","Snake_3_2","Snake_3_2_Hemilepidotus hemilepidotus",0,0,"Low",5,21,6263.96
"Anniversary","15","2","Hemilepidotus hemilepidotus","Anniversary_15_2","Anniversary_15_2_Hemilepidotus hemilepidotus",0,0,"Low",3,18,151.28
"Burial","15","2","Hemilepidotus hemilepidotus","Burial_15_2","Burial_15_2_Hemilepidotus hemilepidotus",0,0,"High",4,30,39.61
"Coffin","15","2","Hemilepidotus hemilepidotus","Coffin_15_2","Coffin_15_2_Hemilepidotus hemilepidotus",0,0,"Low",4,15,393.28
"Dragon","15","2","Hemilepidotus hemilepidotus","Dragon_15_2","Dragon_15_2_Hemilepidotus hemilepidotus",0,0,"Low",7,266,2677.39
"Georgina","15","2","Hemilepidotus hemilepidotus","Georgina_15_2","Georgina_15_2_Hemilepidotus hemilepidotus",0,0,"Low",5,37,1010.88
"Grainger","15","2","Hemilepidotus hemilepidotus","Grainger_15_2","Grainger_15_2_Hemilepidotus hemilepidotus",0,0,"High",5,47,8353.74
"Josef","15","2","Hemilepidotus hemilepidotus","Josef_15_2","Josef_15_2_Hemilepidotus hemilepidotus",1,50.57,"High",7,45,19741.24
"McKenzie","15","2","Hemilepidotus hemilepidotus","McKenzie_15_2","McKenzie_15_2_Hemilepidotus hemilepidotus",0,0,"Low",8,31,648.39
"Porlier","15","2","Hemilepidotus hemilepidotus","Porlier_15_2","Porlier_15_2_Hemilepidotus hemilepidotus",1,23.15,"High",8,91,2369.37
"Snake","15","2","Hemilepidotus hemilepidotus","Snake_15_2","Snake_15_2_Hemilepidotus hemilepidotus",0,0,"Low",7,112,6273.52
"Anniversary","3","3","Hemilepidotus hemilepidotus","Anniversary_3_3","Anniversary_3_3_Hemilepidotus hemilepidotus",0,0,"Low",3,48,1294.89
"Burial","3","3","Hemilepidotus hemilepidotus","Burial_3_3","Burial_3_3_Hemilepidotus hemilepidotus",0,0,"High",3,6,16.09
"Coffin","3","3","Hemilepidotus hemilepidotus","Coffin_3_3","Coffin_3_3_Hemilepidotus hemilepidotus",0,0,"Low",3,7,6.97
"Dragon","3","3","Hemilepidotus hemilepidotus","Dragon_3_3","Dragon_3_3_Hemilepidotus hemilepidotus",0,0,"Low",7,28,471.87
"Georgina","3","3","Hemilepidotus hemilepidotus","Georgina_3_3","Georgina_3_3_Hemilepidotus hemilepidotus",0,0,"Low",3,3,112.72
"Grainger","3","3","Hemilepidotus hemilepidotus","Grainger_3_3","Grainger_3_3_Hemilepidotus hemilepidotus",0,0,"High",7,18,3116.84
"Josef","3","3","Hemilepidotus hemilepidotus","Josef_3_3","Josef_3_3_Hemilepidotus hemilepidotus",0,0,"High",5,45,1772.58
"McKenzie","3","3","Hemilepidotus hemilepidotus","McKenzie_3_3","McKenzie_3_3_Hemilepidotus hemilepidotus",0,0,"Low",5,28,130.43
"Porlier","3","3","Hemilepidotus hemilepidotus","Porlier_3_3","Porlier_3_3_Hemilepidotus hemilepidotus",1,59.83,"High",7,24,18165.49
"Snake","3","3","Hemilepidotus hemilepidotus","Snake_3_3","Snake_3_3_Hemilepidotus hemilepidotus",0,0,"Low",3,21,1631.16
"Anniversary","15","3","Hemilepidotus hemilepidotus","Anniversary_15_3","Anniversary_15_3_Hemilepidotus hemilepidotus",0,0,"Low",3,47,9442.15
"Burial","15","3","Hemilepidotus hemilepidotus","Burial_15_3","Burial_15_3_Hemilepidotus hemilepidotus",0,0,"High",1,24,11.86
"Coffin","15","3","Hemilepidotus hemilepidotus","Coffin_15_3","Coffin_15_3_Hemilepidotus hemilepidotus",0,0,"Low",5,32,88.42
"Dragon","15","3","Hemilepidotus hemilepidotus","Dragon_15_3","Dragon_15_3_Hemilepidotus hemilepidotus",0,0,"Low",5,72,5875.21
"Georgina","15","3","Hemilepidotus hemilepidotus","Georgina_15_3","Georgina_15_3_Hemilepidotus hemilepidotus",0,0,"Low",7,58,343.89
"Grainger","15","3","Hemilepidotus hemilepidotus","Grainger_15_3","Grainger_15_3_Hemilepidotus hemilepidotus",0,0,"High",5,89,2108.31
"Josef","15","3","Hemilepidotus hemilepidotus","Josef_15_3","Josef_15_3_Hemilepidotus hemilepidotus",1,94.4,"High",6,41,2123.88
"McKenzie","15","3","Hemilepidotus hemilepidotus","McKenzie_15_3","McKenzie_15_3_Hemilepidotus hemilepidotus",0,0,"Low",5,22,13815.55
"Porlier","15","3","Hemilepidotus hemilepidotus","Porlier_15_3","Porlier_15_3_Hemilepidotus hemilepidotus",0,0,"High",8,81,7335.53
"Snake","15","3","Hemilepidotus hemilepidotus","Snake_15_3","Snake_15_3_Hemilepidotus hemilepidotus",0,0,"Low",6,50,1202.35
"Burial","3","4","Hemilepidotus hemilepidotus","Burial_3_4","Burial_3_4_Hemilepidotus hemilepidotus",0,0,"High",1,10,7.96
"Dragon","3","4","Hemilepidotus hemilepidotus","Dragon_3_4","Dragon_3_4_Hemilepidotus hemilepidotus",0,0,"Low",4,14,1149.48
"McKenzie","3","4","Hemilepidotus hemilepidotus","McKenzie_3_4","McKenzie_3_4_Hemilepidotus hemilepidotus",0,0,"Low",5,24,90.11
"Snake","3","4","Hemilepidotus hemilepidotus","Snake_3_4","Snake_3_4_Hemilepidotus hemilepidotus",0,0,"Low",5,9,16.36
"Anniversary","15","4","Hemilepidotus hemilepidotus","Anniversary_15_4","Anniversary_15_4_Hemilepidotus hemilepidotus",0,0,"Low",2,14,44.36
"Burial","15","4","Hemilepidotus hemilepidotus","Burial_15_4","Burial_15_4_Hemilepidotus hemilepidotus",0,0,"High",4,20,196.44
"Dragon","15","4","Hemilepidotus hemilepidotus","Dragon_15_4","Dragon_15_4_Hemilepidotus hemilepidotus",0,0,"Low",8,524,2616.28
"McKenzie","15","4","Hemilepidotus hemilepidotus","McKenzie_15_4","McKenzie_15_4_Hemilepidotus hemilepidotus",0,0,"Low",6,14,66.1
"Snake","15","4","Hemilepidotus hemilepidotus","Snake_15_4","Snake_15_4_Hemilepidotus hemilepidotus",0,0,"Low",5,38,10212.97
"Anniversary","3","1","Hexagrammos decagrammus","Anniversary_3_1","Anniversary_3_1_Hexagrammos decagrammus",0,0,"Low",8,206,2214.53
"Burial","3","1","Hexagrammos decagrammus","Burial_3_1","Burial_3_1_Hexagrammos decagrammus",2,5902.56,"High",5,11,6072.13
"Coffin","3","1","Hexagrammos decagrammus","Coffin_3_1","Coffin_3_1_Hexagrammos decagrammus",0,0,"Low",7,27,84.02
"Dragon","3","1","Hexagrammos decagrammus","Dragon_3_1","Dragon_3_1_Hexagrammos decagrammus",1,299.14,"Low",7,75,766.57
"Georgina","3","1","Hexagrammos decagrammus","Georgina_3_1","Georgina_3_1_Hexagrammos decagrammus",3,9448.3,"Low",3,7,9516.84
"Grainger","3","1","Hexagrammos decagrammus","Grainger_3_1","Grainger_3_1_Hexagrammos decagrammus",0,0,"High",4,24,943.43
"Josef","3","1","Hexagrammos decagrammus","Josef_3_1","Josef_3_1_Hexagrammos decagrammus",0,0,"High",7,78,3728.68
"McKenzie","3","1","Hexagrammos decagrammus","McKenzie_3_1","McKenzie_3_1_Hexagrammos decagrammus",1,2657.39,"Low",7,24,3056.39
"Porlier","3","1","Hexagrammos decagrammus","Porlier_3_1","Porlier_3_1_Hexagrammos decagrammus",4,2596.86,"High",7,85,5459.05
"Snake","3","1","Hexagrammos decagrammus","Snake_3_1","Snake_3_1_Hexagrammos decagrammus",0,0,"Low",1,1,1.86
"Anniversary","15","1","Hexagrammos decagrammus","Anniversary_15_1","Anniversary_15_1_Hexagrammos decagrammus",1,559.51,"Low",7,27,1423.05
"Burial","15","1","Hexagrammos decagrammus","Burial_15_1","Burial_15_1_Hexagrammos decagrammus",0,0,"High",3,12,45.57
"Coffin","15","1","Hexagrammos decagrammus","Coffin_15_1","Coffin_15_1_Hexagrammos decagrammus",0,0,"Low",5,16,191.03
"Dragon","15","1","Hexagrammos decagrammus","Dragon_15_1","Dragon_15_1_Hexagrammos decagrammus",4,4766.49,"Low",7,44,5167.22
"Georgina","15","1","Hexagrammos decagrammus","Georgina_15_1","Georgina_15_1_Hexagrammos decagrammus",1,2797.02,"Low",7,46,4282.72
"Grainger","15","1","Hexagrammos decagrammus","Grainger_15_1","Grainger_15_1_Hexagrammos decagrammus",1,10341.64,"High",8,42,10868.44
"Josef","15","1","Hexagrammos decagrammus","Josef_15_1","Josef_15_1_Hexagrammos decagrammus",3,8361.48,"High",6,39,8799.9
"McKenzie","15","1","Hexagrammos decagrammus","McKenzie_15_1","McKenzie_15_1_Hexagrammos decagrammus",0,0,"Low",6,14,1411.65
"Porlier","15","1","Hexagrammos decagrammus","Porlier_15_1","Porlier_15_1_Hexagrammos decagrammus",1,7333.68,"High",7,46,8713.67
"Snake","15","1","Hexagrammos decagrammus","Snake_15_1","Snake_15_1_Hexagrammos decagrammus",1,7333.68,"Low",3,28,7571.81
"Anniversary","3","2","Hexagrammos decagrammus","Anniversary_3_2","Anniversary_3_2_Hexagrammos decagrammus",0,0,"Low",5,61,756.36
"Burial","3","2","Hexagrammos decagrammus","Burial_3_2","Burial_3_2_Hexagrammos decagrammus",0,0,"High",3,61,375.03
"Coffin","3","2","Hexagrammos decagrammus","Coffin_3_2","Coffin_3_2_Hexagrammos decagrammus",0,0,"Low",4,10,17.4
"Dragon","3","2","Hexagrammos decagrammus","Dragon_3_2","Dragon_3_2_Hexagrammos decagrammus",0,0,"Low",6,28,305.28
"Georgina","3","2","Hexagrammos decagrammus","Georgina_3_2","Georgina_3_2_Hexagrammos decagrammus",1,4631.03,"Low",5,6,4691.88
"Grainger","3","2","Hexagrammos decagrammus","Grainger_3_2","Grainger_3_2_Hexagrammos decagrammus",1,79.44,"High",3,3,92.02
"Josef","3","2","Hexagrammos decagrammus","Josef_3_2","Josef_3_2_Hexagrammos decagrammus",3,3374.32,"High",7,43,4102.42
"McKenzie","3","2","Hexagrammos decagrammus","McKenzie_3_2","McKenzie_3_2_Hexagrammos decagrammus",0,0,"Low",4,17,100.77
"Porlier","3","2","Hexagrammos decagrammus","Porlier_3_2","Porlier_3_2_Hexagrammos decagrammus",3,7825.18,"High",3,11,7847.72
"Snake","3","2","Hexagrammos decagrammus","Snake_3_2","Snake_3_2_Hexagrammos decagrammus",2,490.38,"Low",5,21,6263.96
"Anniversary","15","2","Hexagrammos decagrammus","Anniversary_15_2","Anniversary_15_2_Hexagrammos decagrammus",0,0,"Low",3,18,151.28
"Burial","15","2","Hexagrammos decagrammus","Burial_15_2","Burial_15_2_Hexagrammos decagrammus",0,0,"High",4,30,39.61
"Coffin","15","2","Hexagrammos decagrammus","Coffin_15_2","Coffin_15_2_Hexagrammos decagrammus",2,376.65,"Low",4,15,393.28
"Dragon","15","2","Hexagrammos decagrammus","Dragon_15_2","Dragon_15_2_Hexagrammos decagrammus",0,0,"Low",7,266,2677.39
"Georgina","15","2","Hexagrammos decagrammus","Georgina_15_2","Georgina_15_2_Hexagrammos decagrammus",0,0,"Low",5,37,1010.88
"Grainger","15","2","Hexagrammos decagrammus","Grainger_15_2","Grainger_15_2_Hexagrammos decagrammus",2,8028.56,"High",5,47,8353.74
"Josef","15","2","Hexagrammos decagrammus","Josef_15_2","Josef_15_2_Hexagrammos decagrammus",7,19020.32,"High",7,45,19741.24
"McKenzie","15","2","Hexagrammos decagrammus","McKenzie_15_2","McKenzie_15_2_Hexagrammos decagrammus",1,186.38,"Low",8,31,648.39
"Porlier","15","2","Hexagrammos decagrammus","Porlier_15_2","Porlier_15_2_Hexagrammos decagrammus",1,1285.06,"High",8,91,2369.37
"Snake","15","2","Hexagrammos decagrammus","Snake_15_2","Snake_15_2_Hexagrammos decagrammus",1,559.51,"Low",7,112,6273.52
"Anniversary","3","3","Hexagrammos decagrammus","Anniversary_3_3","Anniversary_3_3_Hexagrammos decagrammus",0,0,"Low",3,48,1294.89
"Burial","3","3","Hexagrammos decagrammus","Burial_3_3","Burial_3_3_Hexagrammos decagrammus",0,0,"High",3,6,16.09
"Coffin","3","3","Hexagrammos decagrammus","Coffin_3_3","Coffin_3_3_Hexagrammos decagrammus",0,0,"Low",3,7,6.97
"Dragon","3","3","Hexagrammos decagrammus","Dragon_3_3","Dragon_3_3_Hexagrammos decagrammus",0,0,"Low",7,28,471.87
"Georgina","3","3","Hexagrammos decagrammus","Georgina_3_3","Georgina_3_3_Hexagrammos decagrammus",1,104.03,"Low",3,3,112.72
"Grainger","3","3","Hexagrammos decagrammus","Grainger_3_3","Grainger_3_3_Hexagrammos decagrammus",1,1699.74,"High",7,18,3116.84
"Josef","3","3","Hexagrammos decagrammus","Josef_3_3","Josef_3_3_Hexagrammos decagrammus",1,993.7,"High",5,45,1772.58
"McKenzie","3","3","Hexagrammos decagrammus","McKenzie_3_3","McKenzie_3_3_Hexagrammos decagrammus",0,0,"Low",5,28,130.43
